Date,Product Category,Product Name,Region,Sales Rep,Quantity,Unit Price,Discount,Revenue,Cost,Profit,Customer ID,Order ID
2024-07-09,Clothing,Shoes,West,Alice Johnson,17,825.92,0.22,10961.36,7203.41,3757.95,CUST5037,ORD56093
2024-02-13,Sports,Football,West,Bob Smith,10,925.4,0.03,8998.72,6265.18,2733.55,CUST7530,ORD51314
2023-01-02,Sports,Basketball,Central,David Brown,4,420.94,0.09,1537.66,703.55,834.1,CUST2794,ORD49785
2024-06-08,Home,Furniture,East,David Brown,4,82.16,0.14,281.2,142.15,139.05,CUST5340,ORD32775
2023-03-06,Electronics,Laptop,North,Carol Davis,20,535.2,0.02,10478.04,5496.71,4981.33,CUST2683,ORD45391
2023-09-02,Clothing,Hat,East,Alice Johnson,18,585.98,0.11,9409.63,5713.47,3696.17,CUST9498,ORD25952
2023-11-17,Sports,Soccer,East,Alice Johnson,8,21.44,0.21,135.22,87.67,47.55,CUST1750,ORD69501
2024-11-16,Electronics,Phone,East,Carol Davis,17,913.35,0.04,14873.33,8855.86,6017.47,CUST9860,ORD15083
2024-04-26,Electronics,Tablet,South,Eve Wilson,19,104.35,0.19,1605.56,887.78,717.79,CUST3990,ORD75855
2024-02-13,Books,History,East,Carol Davis,20,914.64,0.22,14349.3,7054.45,7294.85,CUST8620,ORD77407
2024-11-28,Clothing,Jacket,East,Eve Wilson,20,288.28,0.08,5300.59,2127.52,3173.07,CUST1193,ORD68424
2024-09-19,Home,Appliances,Central,Alice Johnson,16,190.35,0.08,2790.06,1865.54,924.52,CUST6041,ORD99652
2024-08-22,Sports,Football,South,Carol Davis,17,495.09,0.2,6735.34,2903.13,3832.22,CUST1615,ORD50436
2023-03-13,Books,Fiction,West,Alice Johnson,16,103.82,0.28,1188.4,481.43,706.97,CUST7981,ORD21498
2024-07-27,Sports,Basketball,Central,Eve Wilson,2,110.0,0.04,210.2,132.85,77.35,CUST3216,ORD76376
2023-03-23,Clothing,Hat,East,Eve Wilson,5,316.82,0.06,1483.31,661.5,821.81,CUST5075,ORD94488
2023-04-18,Sports,Soccer,East,Alice Johnson,2,129.36,0.09,235.28,112.95,122.33,CUST6460,ORD31746
2023-10-17,Electronics,Laptop,South,Carol Davis,14,712.23,0.2,7955.94,4514.46,3441.48,CUST1374,ORD29110
2024-08-24,Books,Biography,North,David Brown,4,775.07,0.27,2257.67,1100.45,1157.22,CUST8038,ORD28535
2024-11-20,Sports,Soccer,West,David Brown,8,316.39,0.22,1982.12,1023.09,959.03,CUST9451,ORD95210
2024-02-13,Books,Biography,North,David Brown,7,10.27,0.15,61.31,25.61,35.7,CUST1891,ORD63272
2023-02-07,Home,Furniture,Central,Carol Davis,6,532.71,0.11,2839.59,1297.49,1542.1,CUST7509,ORD32511
2023-01-06,Home,Kitchen,East,Eve Wilson,13,536.18,0.08,6442.03,3654.71,2787.32,CUST9552,ORD27706
2023-01-25,Home,Kitchen,East,Eve Wilson,20,61.9,0.26,914.64,615.02,299.61,CUST5893,ORD43014
2024-08-26,Sports,Basketball,East,Carol Davis,20,966.41,0.26,14325.99,5784.87,8541.11,CUST2132,ORD68598
2024-11-06,Books,History,West,Carol Davis,9,929.71,0.15,7081.61,4539.65,2541.96,CUST7624,ORD14727
2023-08-03,Clothing,Jacket,Central,Alice Johnson,7,314.85,0.05,2092.48,1225.33,867.16,CUST5521,ORD48277
2024-04-27,Home,Furniture,East,David Brown,12,607.58,0.26,5417.19,2653.46,2763.73,CUST2051,ORD47288
2024-12-29,Clothing,Jacket,Central,Carol Davis,7,57.22,0.25,301.79,152.2,149.58,CUST1860,ORD58426
2023-07-14,Home,Garden,East,Carol Davis,1,377.26,0.1,337.88,140.07,197.82,CUST5546,ORD40326
2024-10-09,Books,History,South,David Brown,9,418.3,0.28,2705.44,1642.58,1062.86,CUST9100,ORD94853
2024-12-02,Home,Decor,West,Carol Davis,4,922.31,0.11,3282.17,1801.81,1480.36,CUST7527,ORD74644
2024-07-09,Electronics,Phone,Central,Bob Smith,15,533.04,0.17,6676.17,3277.42,3398.74,CUST7265,ORD92637
2024-06-09,Books,Non-Fiction,West,David Brown,4,361.39,0.21,1146.5,720.33,426.16,CUST7217,ORD44557
2023-04-30,Electronics,Tablet,South,Carol Davis,14,671.01,0.15,7965.43,4305.7,3659.73,CUST7484,ORD76579
2024-05-11,Home,Kitchen,West,Bob Smith,5,387.68,0.24,1464.65,620.94,843.7,CUST2882,ORD25111
2023-10-14,Books,History,West,Eve Wilson,13,406.8,0.13,4617.55,2256.15,2361.4,CUST1003,ORD96947
2024-11-04,Books,Biography,West,Bob Smith,20,913.78,0.19,14779.36,6021.15,8758.21,CUST9700,ORD43051
2024-11-26,Home,Appliances,North,David Brown,2,690.81,0.08,1268.01,557.88,710.13,CUST3549,ORD24542
2024-04-19,Home,Garden,West,Bob Smith,13,416.31,0.19,4404.17,2073.61,2330.56,CUST9092,ORD94866
2023-03-30,Home,Appliances,West,Carol Davis,5,527.28,0.11,2349.18,1084.15,1265.03,CUST8425,ORD88285
2024-10-25,Clothing,T-Shirt,South,Carol Davis,16,964.94,0.2,12328.16,7123.3,5204.86,CUST2161,ORD23872
2023-09-17,Clothing,Shoes,South,Carol Davis,19,923.51,0.17,14541.38,9487.31,5054.07,CUST9856,ORD71343
2023-10-10,Books,Non-Fiction,East,David Brown,14,313.25,0.08,4051.69,1755.1,2296.59,CUST4041,ORD88232
2024-02-27,Clothing,T-Shirt,South,David Brown,10,209.4,0.14,1792.68,1072.86,719.82,CUST1791,ORD32731
2023-10-25,Sports,Football,North,Carol Davis,18,200.57,0.09,3300.64,1751.11,1549.53,CUST5666,ORD37578
2023-04-26,Sports,Golf,Central,David Brown,17,657.28,0.05,10594.58,5256.56,5338.02,CUST5991,ORD52129
2023-01-06,Clothing,Jeans,East,Eve Wilson,3,719.75,0.23,1671.46,781.11,890.35,CUST1162,ORD23145
2023-04-26,Home,Decor,East,Alice Johnson,14,696.08,0.13,8521.16,3679.45,4841.72,CUST7650,ORD52416
2023-04-25,Clothing,Shoes,North,Eve Wilson,7,972.67,0.1,6155.87,3625.22,2530.66,CUST8381,ORD46571
2023-08-04,Electronics,Camera,North,Eve Wilson,5,976.39,0.1,4417.62,1811.95,2605.67,CUST1728,ORD15261
2024-01-03,Clothing,T-Shirt,North,Alice Johnson,19,600.09,0.07,10562.53,7374.44,3188.09,CUST8464,ORD63829
2023-12-22,Electronics,Phone,West,Carol Davis,18,729.0,0.24,9980.93,4367.33,5613.59,CUST9223,ORD53584
2023-01-31,Home,Furniture,East,Bob Smith,10,814.06,0.26,6011.39,4173.78,1837.61,CUST2827,ORD43612
2023-10-06,Books,History,South,David Brown,6,255.38,0.19,1246.78,847.94,398.84,CUST8190,ORD67968
2024-04-04,Electronics,Camera,North,Carol Davis,2,99.41,0.29,141.18,92.16,49.02,CUST3591,ORD11416
2024-09-25,Books,Fiction,North,Eve Wilson,16,10.63,0.02,167.53,115.32,52.21,CUST6309,ORD94330
2024-01-14,Clothing,Jacket,North,Carol Davis,16,832.59,0.21,10483.49,6422.78,4060.71,CUST9083,ORD28013
2023-05-25,Books,Science,East,David Brown,3,416.76,0.29,891.84,503.75,388.09,CUST9420,ORD66247
2023-03-01,Books,Biography,Central,Eve Wilson,15,611.66,0.2,7339.86,4717.74,2622.13,CUST3424,ORD22870
2023-02-22,Electronics,Camera,South,Carol Davis,13,268.09,0.02,3419.07,1864.33,1554.74,CUST2417,ORD48667
2023-11-21,Books,Biography,East,Carol Davis,14,888.6,0.04,11901.54,4949.38,6952.16,CUST8427,ORD64766
2023-12-20,Sports,Golf,North,Carol Davis,14,174.63,0.19,1989.2,1018.35,970.85,CUST5798,ORD83486
2023-02-13,Clothing,T-Shirt,East,Bob Smith,16,758.48,0.14,10476.74,4386.16,6090.58,CUST7459,ORD88828
2023-09-22,Clothing,Shoes,South,Alice Johnson,20,402.92,0.18,6591.62,4447.86,2143.76,CUST1628,ORD95149
2024-02-15,Home,Kitchen,East,Bob Smith,18,210.5,0.2,3016.82,1802.16,1214.66,CUST3033,ORD16454
2024-01-07,Electronics,Phone,West,Alice Johnson,19,271.39,0.17,4273.67,1738.54,2535.13,CUST5618,ORD92159
2024-01-06,Books,Science,East,Carol Davis,10,146.37,0.24,1107.33,624.35,482.98,CUST1624,ORD67387
2023-05-23,Clothing,Jacket,South,Carol Davis,2,411.23,0.19,664.22,366.5,297.72,CUST2474,ORD20215
2024-04-14,Clothing,Shoes,North,Bob Smith,19,270.92,0.16,4320.83,2666.58,1654.24,CUST4268,ORD97461
2023-09-08,Clothing,Shoes,South,Alice Johnson,11,702.43,0.28,5573.68,3677.05,1896.63,CUST2118,ORD60324
2023-10-13,Clothing,Jeans,Central,David Brown,4,22.38,0.11,79.29,32.65,46.64,CUST3332,ORD67860
2023-11-15,Clothing,Jeans,South,Bob Smith,11,976.58,0.23,8258.25,3321.37,4936.88,CUST3341,ORD60192
2024-10-27,Books,Non-Fiction,West,Alice Johnson,5,84.66,0.16,357.44,231.78,125.66,CUST4296,ORD23301
2024-11-05,Books,Biography,West,Alice Johnson,1,781.34,0.01,770.18,348.88,421.3,CUST7167,ORD48795
2024-08-30,Sports,Golf,West,Eve Wilson,3,134.18,0.27,293.34,123.36,169.98,CUST5761,ORD33935
2024-05-11,Clothing,Jacket,East,Bob Smith,2,529.81,0.2,844.77,468.19,376.57,CUST1160,ORD54896
2024-10-04,Sports,Basketball,North,Alice Johnson,20,830.73,0.07,15507.24,9114.33,6392.9,CUST7956,ORD70310
2023-01-26,Home,Appliances,West,Eve Wilson,17,472.48,0.23,6217.9,3073.02,3144.88,CUST6171,ORD53209
2024-09-02,Sports,Golf,South,David Brown,12,584.55,0.24,5363.5,2640.49,2723.01,CUST2290,ORD52912
2023-11-25,Home,Garden,North,Eve Wilson,10,178.72,0.03,1732.28,821.16,911.12,CUST5010,ORD13426
2024-03-04,Clothing,T-Shirt,North,David Brown,20,965.07,0.02,18939.97,8607.92,10332.04,CUST4633,ORD17040
2023-07-26,Sports,Football,South,Carol Davis,2,157.38,0.06,296.82,190.69,106.12,CUST5846,ORD74204
2024-07-24,Clothing,Shoes,South,Eve Wilson,19,842.83,0.26,11792.38,6371.76,5420.63,CUST3624,ORD12827
2023-11-06,Sports,Football,North,Alice Johnson,8,829.4,0.08,6132.53,2924.14,3208.39,CUST6549,ORD22293
2024-12-14,Electronics,Tablet,West,Carol Davis,5,640.1,0.22,2498.35,1709.0,789.36,CUST7321,ORD12912
2024-12-27,Sports,Football,South,Bob Smith,2,323.74,0.19,522.07,293.2,228.87,CUST9284,ORD62276
2024-03-01,Clothing,Jacket,North,Bob Smith,11,475.94,0.04,5021.69,2646.43,2375.27,CUST8381,ORD54015
2024-02-09,Electronics,Headphones,Central,Carol Davis,14,223.49,0.21,2471.55,1210.11,1261.44,CUST5915,ORD14860
2023-07-20,Sports,Football,North,Alice Johnson,8,58.97,0.23,364.75,158.49,206.26,CUST7514,ORD77635
2023-06-11,Home,Appliances,North,Carol Davis,8,239.16,0.04,1843.75,1089.19,754.56,CUST6465,ORD81397
2023-08-03,Electronics,Phone,East,Carol Davis,17,208.61,0.08,3258.96,1876.82,1382.13,CUST1038,ORD59484
2024-03-02,Books,History,East,Alice Johnson,4,511.84,0.29,1453.67,811.82,641.84,CUST2915,ORD98872
2024-12-20,Books,History,West,Bob Smith,8,128.49,0.28,742.25,458.82,283.43,CUST1616,ORD78733
2023-03-27,Clothing,Hat,Central,Alice Johnson,14,406.09,0.16,4785.33,2573.11,2212.23,CUST9422,ORD81721
2024-03-21,Sports,Football,Central,David Brown,19,782.43,0.22,11630.07,7381.82,4248.25,CUST6300,ORD63311
2023-05-23,Books,Fiction,Central,David Brown,8,403.97,0.19,2612.09,1526.84,1085.25,CUST9369,ORD66103
2023-02-14,Books,Non-Fiction,South,Carol Davis,8,330.24,0.16,2221.37,1216.39,1004.98,CUST9064,ORD22802
2024-09-11,Clothing,Jeans,East,David Brown,2,957.06,0.04,1833.89,1232.08,601.81,CUST9026,ORD52914
2023-08-27,Books,Biography,North,Eve Wilson,18,47.91,0.14,741.5,477.94,263.56,CUST5671,ORD72420
2023-05-14,Home,Garden,Central,Alice Johnson,1,710.92,0.3,501.05,282.77,218.28,CUST9596,ORD79560
2023-03-03,Books,Science,West,Alice Johnson,20,961.41,0.27,14101.91,8533.2,5568.72,CUST5745,ORD24054
2023-11-25,Home,Garden,South,Bob Smith,8,845.45,0.01,6713.75,3460.65,3253.1,CUST4821,ORD95245
2023-05-02,Sports,Soccer,North,Bob Smith,16,87.13,0.05,1330.52,553.24,777.28,CUST6155,ORD33843
2023-02-27,Books,Science,South,Carol Davis,19,937.98,0.23,13686.3,8929.44,4756.86,CUST2000,ORD91354
2023-07-22,Books,Fiction,East,Eve Wilson,17,55.57,0.14,814.37,497.11,317.26,CUST5314,ORD98300
2023-08-05,Sports,Football,Central,Alice Johnson,1,696.79,0.04,670.44,395.01,275.43,CUST2830,ORD74451
2024-09-06,Sports,Basketball,West,Alice Johnson,4,418.66,0.12,1468.6,654.38,814.21,CUST1192,ORD10214
2024-12-12,Home,Garden,South,Eve Wilson,8,750.35,0.0,5999.39,2513.41,3485.98,CUST9979,ORD64253
2024-11-21,Sports,Soccer,Central,Bob Smith,17,438.14,0.25,5595.82,3744.87,1850.95,CUST8567,ORD31480
2023-12-08,Sports,Football,Central,Alice Johnson,7,681.91,0.11,4248.1,2793.78,1454.32,CUST1279,ORD65989
2023-02-19,Sports,Soccer,East,Carol Davis,19,80.82,0.03,1493.74,636.65,857.09,CUST8714,ORD48492
2023-07-23,Books,Science,East,David Brown,3,735.34,0.0,2199.09,1057.22,1141.87,CUST2528,ORD32905
2023-04-10,Sports,Tennis,East,Bob Smith,16,974.95,0.3,10957.66,7091.81,3865.85,CUST1124,ORD39832
2023-08-13,Home,Garden,South,David Brown,10,933.85,0.23,7173.42,2940.9,4232.51,CUST4490,ORD95909
2024-08-12,Electronics,Camera,Central,Carol Davis,3,11.72,0.08,32.5,16.64,15.86,CUST8814,ORD46956
2024-11-10,Electronics,Laptop,East,Bob Smith,6,654.85,0.24,2982.16,1208.53,1773.63,CUST6445,ORD31960
2024-01-22,Clothing,Hat,East,Alice Johnson,9,278.0,0.19,2034.4,965.97,1068.43,CUST5724,ORD53113
2023-07-10,Clothing,Hat,East,Eve Wilson,17,304.39,0.22,4058.8,2114.12,1944.68,CUST4274,ORD84770
2023-07-16,Electronics,Laptop,Central,Alice Johnson,18,771.27,0.28,9928.9,5967.95,3960.95,CUST5766,ORD21244
2023-05-14,Home,Appliances,East,Eve Wilson,8,998.04,0.08,7324.59,2991.04,4333.56,CUST7936,ORD52984
2024-12-30,Books,Fiction,South,Eve Wilson,7,199.77,0.28,1011.93,624.7,387.23,CUST6894,ORD32852
2023-12-02,Sports,Golf,East,Carol Davis,14,74.37,0.09,944.17,546.42,397.76,CUST6921,ORD66672
2023-07-04,Clothing,Shoes,West,Eve Wilson,12,827.62,0.11,8789.5,3825.37,4964.13,CUST8539,ORD96234
2024-12-23,Clothing,Shoes,Central,Bob Smith,10,805.16,0.05,7622.41,3615.58,4006.83,CUST7990,ORD79999
2023-12-09,Sports,Tennis,East,Alice Johnson,15,948.55,0.1,12813.63,5892.14,6921.49,CUST6905,ORD48045
2023-07-23,Books,Non-Fiction,Central,Eve Wilson,13,197.13,0.07,2378.03,1032.3,1345.73,CUST1770,ORD55281
2023-04-15,Books,History,West,David Brown,6,268.0,0.12,1407.53,636.85,770.68,CUST1017,ORD32059
2024-04-11,Clothing,Shoes,West,Eve Wilson,6,384.5,0.18,1892.28,1062.48,829.8,CUST6923,ORD24139
2024-05-10,Books,Science,West,Carol Davis,17,351.18,0.25,4447.99,2146.57,2301.42,CUST6870,ORD85735
2024-03-05,Books,Non-Fiction,North,David Brown,4,662.45,0.04,2531.76,1039.42,1492.34,CUST6324,ORD31912
2023-11-16,Clothing,Hat,West,Carol Davis,7,556.8,0.09,3527.7,1866.45,1661.26,CUST4582,ORD35690
2023-07-15,Home,Decor,North,Carol Davis,18,561.87,0.04,9708.63,5857.57,3851.06,CUST6612,ORD66649
2024-07-16,Sports,Golf,North,Carol Davis,5,726.83,0.25,2736.96,1442.02,1294.94,CUST9922,ORD69324
2023-06-07,Books,Non-Fiction,Central,David Brown,10,669.87,0.29,4774.69,2332.31,2442.38,CUST8124,ORD62288
2023-02-06,Electronics,Phone,South,Eve Wilson,17,75.65,0.15,1094.8,557.35,537.44,CUST2643,ORD55297
2024-03-17,Clothing,Shoes,Central,Eve Wilson,4,280.53,0.17,936.97,426.95,510.01,CUST8504,ORD49221
2024-02-07,Clothing,Hat,Central,Eve Wilson,13,238.36,0.24,2354.95,1273.71,1081.24,CUST4027,ORD46949
2023-07-27,Electronics,Headphones,Central,Bob Smith,7,419.06,0.07,2736.8,1827.16,909.65,CUST2552,ORD23001
2023-09-05,Sports,Football,South,Bob Smith,18,746.88,0.03,13027.09,7366.13,5660.95,CUST3342,ORD18781
2024-11-20,Home,Furniture,West,Alice Johnson,14,263.53,0.23,2833.51,1796.99,1036.51,CUST3481,ORD36874
2024-02-07,Home,Appliances,South,Eve Wilson,17,186.5,0.12,2797.44,1414.34,1383.1,CUST8016,ORD90507
2023-11-23,Electronics,Laptop,South,David Brown,9,587.39,0.08,4884.84,2029.01,2855.83,CUST4740,ORD47612
2023-02-13,Books,Science,South,Alice Johnson,5,523.17,0.25,1967.18,1074.61,892.57,CUST1452,ORD59537
2024-06-21,Home,Decor,West,Carol Davis,20,101.97,0.15,1729.57,1155.47,574.1,CUST9153,ORD29582
2024-01-04,Electronics,Phone,North,Carol Davis,2,819.34,0.11,1457.23,875.94,581.3,CUST5669,ORD50934
2023-12-17,Books,Fiction,West,Eve Wilson,5,284.69,0.18,1164.2,626.83,537.37,CUST1201,ORD54670
2023-02-01,Home,Decor,East,Bob Smith,5,693.57,0.04,3339.35,1990.65,1348.7,CUST5648,ORD88589
2024-01-05,Clothing,T-Shirt,South,Carol Davis,9,845.62,0.18,6204.5,2906.22,3298.29,CUST2298,ORD75674
2024-12-01,Sports,Tennis,South,Bob Smith,3,20.17,0.03,58.85,31.31,27.53,CUST7240,ORD27620
2023-01-22,Sports,Tennis,West,Eve Wilson,8,144.65,0.23,888.03,489.23,398.8,CUST2074,ORD99365
2024-06-20,Electronics,Phone,South,David Brown,3,465.04,0.27,1016.45,464.49,551.96,CUST9115,ORD38599
2023-03-21,Electronics,Phone,West,David Brown,17,762.06,0.07,12025.58,4822.54,7203.05,CUST9016,ORD59224
2023-12-28,Books,Fiction,East,Eve Wilson,11,218.65,0.3,1684.66,972.62,712.04,CUST5112,ORD99273
2024-08-07,Sports,Football,North,Eve Wilson,3,61.72,0.07,171.58,119.49,52.09,CUST3089,ORD67350
2024-12-20,Home,Garden,South,David Brown,12,397.31,0.0,4758.99,3241.88,1517.11,CUST6784,ORD68112
2023-02-12,Home,Appliances,Central,Eve Wilson,7,578.7,0.18,3333.57,1809.55,1524.02,CUST6149,ORD99103
2024-12-03,Books,Non-Fiction,West,David Brown,9,898.09,0.11,7177.72,3361.68,3816.04,CUST3384,ORD82594
2024-07-25,Home,Decor,South,Eve Wilson,1,156.08,0.21,123.04,84.74,38.3,CUST1828,ORD94962
2024-01-07,Clothing,Shoes,East,Bob Smith,19,743.02,0.27,10324.15,6085.62,4238.53,CUST6926,ORD34655
2024-07-12,Home,Appliances,Central,Alice Johnson,11,207.77,0.25,1721.15,759.95,961.2,CUST1604,ORD34443
2023-08-30,Home,Appliances,North,David Brown,18,406.14,0.21,5782.76,3912.01,1870.75,CUST7947,ORD45466
2024-04-12,Books,Fiction,North,David Brown,17,822.28,0.09,12658.42,8230.26,4428.16,CUST5479,ORD38304
2024-11-03,Sports,Tennis,West,Eve Wilson,10,31.98,0.28,230.01,151.98,78.04,CUST9991,ORD33319
2023-02-04,Home,Garden,South,David Brown,6,288.92,0.1,1559.27,917.01,642.26,CUST3312,ORD58396
2024-05-15,Electronics,Tablet,West,David Brown,10,954.05,0.14,8157.24,4910.92,3246.31,CUST3891,ORD61984
2024-09-15,Home,Decor,East,Alice Johnson,11,446.08,0.11,4360.96,2418.93,1942.03,CUST2392,ORD39398
2024-07-16,Books,History,South,Bob Smith,15,169.34,0.27,1866.85,940.29,926.56,CUST1112,ORD29210
2024-02-03,Home,Garden,South,Eve Wilson,11,840.07,0.12,8100.16,4364.19,3735.97,CUST2726,ORD88498
2024-01-16,Books,Science,Central,David Brown,7,606.12,0.2,3393.07,1744.51,1648.56,CUST9671,ORD19252
2024-06-21,Books,Biography,Central,Alice Johnson,1,54.28,0.02,53.17,31.48,21.69,CUST6641,ORD29177
2023-10-27,Books,Science,Central,Bob Smith,14,686.8,0.27,6979.37,3098.53,3880.84,CUST6872,ORD38575
2024-03-13,Books,Science,Central,Carol Davis,1,790.02,0.24,599.74,359.22,240.52,CUST8240,ORD72089
2024-12-31,Books,History,Central,Bob Smith,5,514.13,0.28,1842.22,1130.33,711.89,CUST8482,ORD71530
2024-07-29,Home,Garden,South,Carol Davis,11,474.7,0.28,3765.15,2395.64,1369.51,CUST7404,ORD61473
2024-05-05,Clothing,Jacket,Central,Alice Johnson,17,656.11,0.21,8821.65,4088.26,4733.39,CUST1978,ORD99423
2024-11-05,Electronics,Phone,Central,Alice Johnson,2,222.02,0.18,365.34,199.3,166.03,CUST3219,ORD83099
2024-07-30,Clothing,Jeans,West,Carol Davis,10,385.45,0.1,3468.59,2259.26,1209.34,CUST9025,ORD30378
2024-08-08,Home,Garden,South,Bob Smith,6,57.53,0.02,339.09,178.31,160.78,CUST4770,ORD73737
2023-08-26,Clothing,T-Shirt,Central,David Brown,19,779.54,0.02,14493.01,6638.11,7854.9,CUST5992,ORD31095
2024-05-17,Sports,Golf,West,Eve Wilson,15,759.22,0.11,10152.27,5630.83,4521.45,CUST7136,ORD79591
2024-08-26,Electronics,Phone,South,Alice Johnson,4,431.18,0.08,1594.7,971.56,623.14,CUST2895,ORD86376
2024-01-03,Books,Biography,South,Alice Johnson,20,473.48,0.24,7206.21,3687.92,3518.29,CUST4164,ORD30432
2023-06-15,Electronics,Tablet,Central,Eve Wilson,6,399.61,0.19,1938.52,836.6,1101.92,CUST6793,ORD59161
2023-10-08,Sports,Tennis,Central,David Brown,2,795.34,0.16,1336.71,834.64,502.07,CUST4380,ORD76658
2024-08-19,Electronics,Phone,North,Carol Davis,15,582.69,0.02,8551.45,4834.67,3716.78,CUST9645,ORD29773
2024-09-15,Home,Kitchen,Central,David Brown,20,875.95,0.13,15254.77,10180.41,5074.36,CUST7297,ORD95830
2024-04-04,Clothing,Jeans,South,Bob Smith,4,800.46,0.29,2261.15,1254.07,1007.08,CUST4691,ORD35957
2023-11-23,Electronics,Headphones,Central,Bob Smith,4,491.81,0.17,1633.23,1050.2,583.03,CUST8794,ORD51472
2024-12-23,Electronics,Tablet,East,Carol Davis,7,654.75,0.13,3982.26,1644.07,2338.19,CUST1520,ORD71782
2024-07-24,Clothing,Jeans,Central,Alice Johnson,11,451.27,0.04,4774.75,2272.32,2502.44,CUST9039,ORD21270
2024-05-01,Books,Science,Central,Bob Smith,20,323.11,0.05,6138.64,2697.88,3440.76,CUST9047,ORD87070
2023-07-02,Sports,Tennis,North,David Brown,12,277.16,0.04,3204.68,1975.2,1229.48,CUST1548,ORD92829
2024-05-30,Books,Science,South,David Brown,12,239.17,0.03,2788.4,1124.74,1663.66,CUST3945,ORD41348
2023-12-13,Sports,Soccer,South,David Brown,14,972.94,0.11,12146.98,7454.34,4692.65,CUST7915,ORD74254
2023-04-10,Clothing,Shoes,North,Bob Smith,4,874.81,0.08,3208.3,1383.81,1824.49,CUST5067,ORD93079
2023-04-16,Electronics,Laptop,North,Carol Davis,19,465.57,0.05,8360.97,4004.9,4356.08,CUST8128,ORD58407
2023-08-31,Books,Fiction,West,Eve Wilson,13,487.21,0.24,4813.33,2288.15,2525.19,CUST2351,ORD20040
2023-03-01,Clothing,Jacket,Central,Eve Wilson,8,216.49,0.19,1403.01,633.51,769.51,CUST8333,ORD25964
2024-02-17,Books,Non-Fiction,East,David Brown,9,866.31,0.09,7100.22,3488.02,3612.2,CUST9155,ORD53656
2024-01-16,Sports,Football,East,Bob Smith,7,850.62,0.07,5520.37,3497.44,2022.92,CUST8265,ORD76316
2023-11-25,Sports,Basketball,South,Bob Smith,4,909.8,0.11,3238.78,1998.09,1240.69,CUST7300,ORD31220
2023-10-11,Books,Science,West,Carol Davis,19,401.44,0.12,6735.27,2764.43,3970.83,CUST2206,ORD61374
2024-04-26,Electronics,Tablet,East,Bob Smith,5,870.69,0.1,3910.79,2200.95,1709.84,CUST9829,ORD69138
2024-10-28,Books,Science,South,Carol Davis,14,112.14,0.18,1284.91,770.68,514.24,CUST5946,ORD61205
2024-10-10,Clothing,Hat,East,Eve Wilson,13,868.48,0.25,8475.58,4141.21,4334.37,CUST6852,ORD44852
2024-12-19,Home,Decor,South,Carol Davis,13,603.2,0.21,6209.59,3701.22,2508.37,CUST5290,ORD32926
2023-04-22,Home,Furniture,North,David Brown,10,393.64,0.14,3400.6,1775.28,1625.31,CUST6303,ORD61004
2024-01-17,Sports,Golf,East,David Brown,2,586.41,0.01,1163.55,730.38,433.16,CUST4530,ORD60157
2024-03-26,Electronics,Laptop,South,David Brown,20,622.07,0.02,12142.89,6653.76,5489.14,CUST8893,ORD55489
2024-10-11,Sports,Basketball,Central,Alice Johnson,13,195.41,0.04,2443.71,1423.01,1020.7,CUST1675,ORD34236
2023-08-11,Electronics,Camera,North,Carol Davis,18,333.91,0.14,5186.89,2503.55,2683.34,CUST2515,ORD24746
2023-04-03,Home,Kitchen,West,Bob Smith,14,439.92,0.17,5131.94,2201.13,2930.81,CUST3817,ORD45391
2024-04-11,Books,Science,South,Carol Davis,16,143.26,0.17,1900.9,1247.97,652.93,CUST6141,ORD55242
2023-08-23,Home,Garden,Central,Eve Wilson,18,993.34,0.3,12581.09,7142.5,5438.59,CUST2198,ORD73353
2024-03-06,Clothing,Shoes,South,Eve Wilson,13,814.39,0.29,7473.12,3714.85,3758.27,CUST9264,ORD15112
2023-09-02,Sports,Football,Central,Bob Smith,20,55.96,0.02,1094.56,702.89,391.67,CUST2751,ORD15433
2024-10-26,Books,History,Central,David Brown,7,413.47,0.16,2431.7,1191.88,1239.81,CUST6397,ORD13386
2023-08-01,Home,Decor,North,Carol Davis,5,987.42,0.27,3593.97,1991.71,1602.26,CUST4978,ORD83554
2023-12-26,Sports,Tennis,North,David Brown,11,500.31,0.08,5052.38,2239.33,2813.04,CUST3268,ORD65727
2024-07-15,Sports,Soccer,North,Eve Wilson,17,132.92,0.06,2135.29,929.44,1205.85,CUST8295,ORD74527
2023-12-27,Books,History,East,Eve Wilson,19,981.04,0.3,13132.77,8948.36,4184.41,CUST2753,ORD28839
2024-03-22,Sports,Basketball,West,Eve Wilson,3,396.98,0.14,1029.63,411.87,617.77,CUST6740,ORD89220
2023-12-13,Sports,Soccer,North,Bob Smith,8,673.12,0.01,5349.68,2518.44,2831.24,CUST4497,ORD70971
2023-10-21,Sports,Football,East,Alice Johnson,3,952.95,0.04,2756.22,1428.7,1327.51,CUST4695,ORD11260
2024-11-15,Sports,Soccer,North,Bob Smith,4,232.06,0.09,845.06,379.89,465.17,CUST9842,ORD27117
2024-07-10,Sports,Basketball,North,David Brown,9,210.14,0.03,1834.99,1119.19,715.8,CUST8902,ORD41741
2023-01-26,Books,Biography,East,Bob Smith,18,948.18,0.16,14376.43,10010.0,4366.43,CUST1107,ORD17092
2024-01-08,Home,Kitchen,South,Bob Smith,19,76.65,0.12,1275.31,863.57,411.74,CUST4235,ORD68601
